date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:34:31	43531/43531	---MCZ	200	added ('OK')	text/html	etag:W/%225db538fb-aa0b%22	https://html.waituk.com/roxine/intro.html?storefront=envato-elements	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/intro04b9.html	(from )
00:34:31	178/178	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Dec%202023%2019:34:30%20GMT	https://html.waituk.com/robots.txt		(from )
00:34:32	8492/8492	---MCZ	200	added ('OK')	text/css	etag:W/%2259a391b7-212c%22	https://html.waituk.com/roxine/css/fonts/icomoon/icomoon.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/css/fonts/icomoon/icomoon.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:32	32318/32318	---MCZ	200	added ('OK')	text/css	etag:W/%22597973e5-7e3e%22	https://html.waituk.com/roxine/vendors/font-awesome/css/font-awesome.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/font-awesome/css/font-awesome.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:32	3011/3011	---MCZ	200	added ('OK')	text/css	etag:W/%22597973ec-bc3%22	https://html.waituk.com/roxine/vendors/owl-carousel/dist/assets/owl.carousel.min.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/owl-carousel/dist/assets/owl.carousel.min.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:32	1003/1003	---MCZ	200	added ('OK')	text/css	etag:W/%22597973ec-3eb%22	https://html.waituk.com/roxine/vendors/owl-carousel/dist/assets/owl.theme.default.min.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/owl-carousel/dist/assets/owl.theme.default.min.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:32	72259/72259	---MCZ	200	added ('OK')	text/css	etag:W/%22597973c6-11a43%22	https://html.waituk.com/roxine/vendors/animate/animate.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/animate/animate.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:33	839/839	---MCZ	200	added ('OK')	text/css	etag:W/%22597973fb-347%22	https://html.waituk.com/roxine/vendors/rateyo/jquery.rateyo.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/rateyo/jquery.rateyo.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:33	17144/17144	---MCZ	200	added ('OK')	text/css	etag:W/%22597973c7-42f8%22	https://html.waituk.com/roxine/vendors/bootstrap-datepicker/css/bootstrap-datepicker.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/bootstrap-datepicker/css/bootstrap-datepicker.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:33	4939/4939	---MCZ	200	added ('OK')	text/css	etag:W/%22597973e5-134b%22	https://html.waituk.com/roxine/vendors/fancyBox/source/jquery.fancybox.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/fancyBox/source/jquery.fancybox.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:33	735/735	---MCZ	200	added ('OK')	text/css	etag:W/%22597973e5-2df%22	https://html.waituk.com/roxine/vendors/fancyBox/source/helpers/jquery.fancybox-thumbs.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/vendors/fancyBox/source/helpers/jquery.fancybox-thumbs.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:34	191565/191565	---MCZ	200	added ('OK')	text/css	etag:W/%2259a391bb-2ec4d%22	https://html.waituk.com/roxine/css/bootstrap.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/css/bootstrap.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:34	198452/198452	---MCZ	200	added ('OK')	text/css	etag:W/%2259a391bb-30734%22	https://html.waituk.com/roxine/css/intro.css	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/css/intro.css	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:34	80850/80850	---MCZ	200	added ('OK')	text/html	etag:W/%22599ceccc-13bd2%22	https://html.waituk.com/roxine/index.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/index.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:35	1665/1665	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259a391b5-681%22	https://html.waituk.com/roxine/img/logo.svg	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/img/logo.svg	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:35	1668/1668	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259a391b5-684%22	https://html.waituk.com/roxine/img/logo-dark.svg	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/img/logo-dark.svg	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:35	93473/93473	---MCZ	200	added ('OK')	text/html	etag:W/%22599bad8d-16d21%22	https://html.waituk.com/roxine/design-studio.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/design-studio.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:35	50616/50616	---MCZ	200	added ('OK')	text/html	etag:W/%22599d402b-c5b8%22	https://html.waituk.com/roxine/digital-agency.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/digital-agency.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:35	64083/64083	---MCZ	200	added ('OK')	text/html	etag:W/%2259a3cd6b-fa53%22	https://html.waituk.com/roxine/construction.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/construction.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:36	57594/57594	---MCZ	200	added ('OK')	text/html	etag:W/%2259a3e24f-e0fa%22	https://html.waituk.com/roxine/corporate.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/corporate.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:36	44332/44332	---MCZ	200	added ('OK')	text/html	etag:W/%2259969dea-ad2c%22	https://html.waituk.com/roxine/header-v1.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v1.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:36	47768/47768	---MCZ	200	added ('OK')	text/html	etag:W/%2259a3cd6b-ba98%22	https://html.waituk.com/roxine/header-v2.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v2.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:36	47659/47659	---MCZ	200	added ('OK')	text/html	etag:W/%2259a3cd6c-ba2b%22	https://html.waituk.com/roxine/header-v3.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v3.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:36	47661/47661	---MCZ	200	added ('OK')	text/html	etag:W/%22599a834c-ba2d%22	https://html.waituk.com/roxine/header-v4.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v4.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:37	44326/44326	---MCZ	200	added ('OK')	text/html	etag:W/%2259969deb-ad26%22	https://html.waituk.com/roxine/header-v5.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v5.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:37	47779/47779	---MCZ	200	added ('OK')	text/html	etag:W/%2259a3cd6c-baa3%22	https://html.waituk.com/roxine/header-v6.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v6.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:37	47778/47778	---MCZ	200	added ('OK')	text/html	etag:W/%2259a3cd6c-baa2%22	https://html.waituk.com/roxine/header-v7.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v7.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
00:34:37	44284/44284	---MCZ	200	added ('OK')	text/html	etag:W/%2259969deb-acfc%22	https://html.waituk.com/roxine/header-v8.html	C:/My%20Web%20Sites/MamiWebsite/html.waituk.com/roxine/header-v8.html	(from https://html.waituk.com/roxine/intro.html?storefront=envato-elements)
